date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:42:35	2293/2293	---M--	200	added ('OK')	application/javascript	etag:%22597e1e26-8f5%22	http://206.81.1.69/sites/default/files/js/js_UVZfpfD_j2Cb0JJ8laa2x6gtzIJcVOxJpY-47TYlblE.js	206.81.1.69/sites/default/files/js/js_UVZfpfD_j2Cb0JJ8laa2x6gtzIJcVOxJpY-47TYlblE.js	(from http://206.81.1.69/)
20:42:35	15245/15245	---M--	200	added ('OK')	application/javascript	etag:%22597e165f-3b8d%22	http://206.81.1.69/sites/default/files/js/js_SPF9sRbQny6Y6xYEa9vW6ikR_kuGs7fUsQmRGGhVvZw.js	206.81.1.69/sites/default/files/js/js_SPF9sRbQny6Y6xYEa9vW6ikR_kuGs7fUsQmRGGhVvZw.js	(from http://206.81.1.69/)
20:42:35	7886/7886	---M--	200	added ('OK')	image/svg+xml	etag:%225570e356-1ece%22	http://206.81.1.69/sites/all/themes/observatorio/assets/images/logo.svg	206.81.1.69/sites/all/themes/observatorio/assets/images/logo.svg	(from http://206.81.1.69/)
20:42:42	112366/112366	---M--	200	added ('OK')	application/javascript	etag:%22597e165f-1b6ee%22	http://206.81.1.69/sites/default/files/js/js_TPpQ92zU-J3LZg-As_BhFHHP1F-zK8u1h_T8I8f9P6g.js	206.81.1.69/sites/default/files/js/js_TPpQ92zU-J3LZg-As_BhFHHP1F-zK8u1h_T8I8f9P6g.js	(from http://206.81.1.69/)
20:44:17	584705/584705	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d970-8ec01%22	http://206.81.1.69/sites/default/files/2_observatorio_-_voragem_da_historia_-_lais_myrrha_marcha_lenta.jpg	206.81.1.69/sites/default/files/2_observatorio_-_voragem_da_historia_-_lais_myrrha_marcha_lenta.jpg	(from http://206.81.1.69/)
20:46:15	1314569/1314569	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d970-140f09%22	http://206.81.1.69/sites/default/files/1_observatorio_-_voragem_da_historia_-_vista_da_exposicao.jpg	206.81.1.69/sites/default/files/1_observatorio_-_voragem_da_historia_-_vista_da_exposicao.jpg	(from http://206.81.1.69/)
20:46:45	1460630/1460630	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d974-164996%22	http://206.81.1.69/sites/default/files/3_observatorio_-_voragem_da_historia_-_jaime_lauriano_terra_brasilis.jpg	206.81.1.69/sites/default/files/3_observatorio_-_voragem_da_historia_-_jaime_lauriano_terra_brasilis.jpg	(from http://206.81.1.69/)
20:48:39	1563220/1563220	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d978-17da54%22	http://206.81.1.69/sites/default/files/5_observatorio_-_voragem_da_historia_-_jaime_lauriano_terra_brasilis.jpg	206.81.1.69/sites/default/files/5_observatorio_-_voragem_da_historia_-_jaime_lauriano_terra_brasilis.jpg	(from http://206.81.1.69/)
20:51:12	1570654/1570654	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d97c-17f75e%22	http://206.81.1.69/sites/default/files/7_observatorio_-_voragem_da_historia_-_vista_da_exposicao.jpg	206.81.1.69/sites/default/files/7_observatorio_-_voragem_da_historia_-_vista_da_exposicao.jpg	(from http://206.81.1.69/)
20:51:32	1642198/1642198	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d97f-190ed6%22	http://206.81.1.69/sites/default/files/8_observatorio_-_voragem_da_historia_-_jaime_lauriano_pavilhao.jpg	206.81.1.69/sites/default/files/8_observatorio_-_voragem_da_historia_-_jaime_lauriano_pavilhao.jpg	(from http://206.81.1.69/)
20:52:01	1176670/1176670	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d980-11f45e%22	http://206.81.1.69/sites/default/files/9_observatorio_-_voragem_da_historia_-_jaime_lauriano_pavilhao_detalhe.jpg	206.81.1.69/sites/default/files/9_observatorio_-_voragem_da_historia_-_jaime_lauriano_pavilhao_detalhe.jpg	(from http://206.81.1.69/)
20:55:36	1535249/1535249	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d983-176d11%22	http://206.81.1.69/sites/default/files/10_observatorio_-_voragem_da_historia_-_vista_da_exposicao.jpg	206.81.1.69/sites/default/files/10_observatorio_-_voragem_da_historia_-_vista_da_exposicao.jpg	(from http://206.81.1.69/)
20:55:57	1537964/1537964	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d986-1777ac%22	http://206.81.1.69/sites/default/files/11_observatorio_-_voragem_da_historia_-_daniel_de_paula_sistema_de_orbitas.jpg	206.81.1.69/sites/default/files/11_observatorio_-_voragem_da_historia_-_daniel_de_paula_sistema_de_orbitas.jpg	(from http://206.81.1.69/)
20:56:17	1319493/1319493	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d98a-142245%22	http://206.81.1.69/sites/default/files/13_observatorio_-_voragem_da_historia_-_vista_da_exposicao.jpg	206.81.1.69/sites/default/files/13_observatorio_-_voragem_da_historia_-_vista_da_exposicao.jpg	(from http://206.81.1.69/)
20:57:41	1979630/1979630	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d988-1e34ee%22	http://206.81.1.69/sites/default/files/12_observatorio_-_voragem_da_historia_-_daniel_de_paula_sistema_de_orbitas.jpg	206.81.1.69/sites/default/files/12_observatorio_-_voragem_da_historia_-_daniel_de_paula_sistema_de_orbitas.jpg	(from http://206.81.1.69/)
20:58:13	795565/795565	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d98e-c23ad%22	http://206.81.1.69/sites/default/files/15_observatorio_-_voragem_da_historia_-_jaime_lauriano_suplicio.jpg	206.81.1.69/sites/default/files/15_observatorio_-_voragem_da_historia_-_jaime_lauriano_suplicio.jpg	(from http://206.81.1.69/)
20:59:27	1341493/1341493	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d98b-147835%22	http://206.81.1.69/sites/default/files/14_observatorio_-_voragem_da_historia_-_vista_da_exposicao.jpg	206.81.1.69/sites/default/files/14_observatorio_-_voragem_da_historia_-_vista_da_exposicao.jpg	(from http://206.81.1.69/)
20:59:49	1217626/1217626	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d991-12945a%22	http://206.81.1.69/sites/default/files/16_observatorio_-_voragem_da_historia_-_lais_myrrha_vortice_voragem_vertigem.jpg	206.81.1.69/sites/default/files/16_observatorio_-_voragem_da_historia_-_lais_myrrha_vortice_voragem_vertigem.jpg	(from http://206.81.1.69/)
21:01:56	1292501/1292501	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d995-13b8d5%22	http://206.81.1.69/sites/default/files/18_observatorio_-_voragem_da_historia_-_lais_myrrha_vortice_voragem_vertigem.jpg	206.81.1.69/sites/default/files/18_observatorio_-_voragem_da_historia_-_lais_myrrha_vortice_voragem_vertigem.jpg	(from http://206.81.1.69/)
21:02:03	1526729/1526729	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d992-174bc9%22	http://206.81.1.69/sites/default/files/17_observatorio_-_voragem_da_historia_-_lais_myrrha_vortice_voragem_vertigem.jpg	206.81.1.69/sites/default/files/17_observatorio_-_voragem_da_historia_-_lais_myrrha_vortice_voragem_vertigem.jpg	(from http://206.81.1.69/)
21:02:48	1175004/1175004	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d998-11eddc%22	http://206.81.1.69/sites/default/files/19_observatorio_-_voragem_da_historia_-_daniel_de_paula_dispersao_e_dominacao.jpg	206.81.1.69/sites/default/files/19_observatorio_-_voragem_da_historia_-_daniel_de_paula_dispersao_e_dominacao.jpg	(from http://206.81.1.69/)
21:02:59	1130000/1130000	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d999-113e10%22	http://206.81.1.69/sites/default/files/20_observatorio_-_voragem_da_historia_-_daniel_de_paula_dispersao_e_dominacao.jpg	206.81.1.69/sites/default/files/20_observatorio_-_voragem_da_historia_-_daniel_de_paula_dispersao_e_dominacao.jpg	(from http://206.81.1.69/)
21:03:52	668274/668274	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9a1-a3272%22	http://206.81.1.69/sites/default/files/24_observatorio_-_voragem_da_historia_-_daniel_de_paula_dispersao_e_dominacao.jpg	206.81.1.69/sites/default/files/24_observatorio_-_voragem_da_historia_-_daniel_de_paula_dispersao_e_dominacao.jpg	(from http://206.81.1.69/)
21:04:03	687067/687067	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9a0-a7bdb%22	http://206.81.1.69/sites/default/files/23_observatorio_-_voragem_da_historia_-_daniel_de_paula_dispersao_e_dominacao.jpg	206.81.1.69/sites/default/files/23_observatorio_-_voragem_da_historia_-_daniel_de_paula_dispersao_e_dominacao.jpg	(from http://206.81.1.69/)
21:04:35	605910/605910	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d99d-93ed6%22	http://206.81.1.69/sites/default/files/22_observatorio_-_voragem_da_historia_-_daniel_de_paula_dispersao_e_dominacao.jpg	206.81.1.69/sites/default/files/22_observatorio_-_voragem_da_historia_-_daniel_de_paula_dispersao_e_dominacao.jpg	(from http://206.81.1.69/)
21:04:43	586821/586821	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d99b-8f445%22	http://206.81.1.69/sites/default/files/21_observatorio_-_voragem_da_historia_-_daniel_de_paula_dispersao_e_dominacao.jpg	206.81.1.69/sites/default/files/21_observatorio_-_voragem_da_historia_-_daniel_de_paula_dispersao_e_dominacao.jpg	(from http://206.81.1.69/)
21:05:58	733108/733108	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9a3-b2fb4%22	http://206.81.1.69/sites/default/files/25_observatorio_-_voragem_da_historia_-_daniel_de_paula_dispersao_e_dominacao.jpg	206.81.1.69/sites/default/files/25_observatorio_-_voragem_da_historia_-_daniel_de_paula_dispersao_e_dominacao.jpg	(from http://206.81.1.69/)
21:06:27	847949/847949	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9a5-cf04d%22	http://206.81.1.69/sites/default/files/26_observatorio_-_voragem_da_historia_-_daniel_de_paula_estado_de_colisao.jpg	206.81.1.69/sites/default/files/26_observatorio_-_voragem_da_historia_-_daniel_de_paula_estado_de_colisao.jpg	(from http://206.81.1.69/)
21:06:31	681575/681575	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9a7-a6667%22	http://206.81.1.69/sites/default/files/27_observatorio_-_voragem_da_historia_-_daniel_de_paula_estado_de_colisao.jpg	206.81.1.69/sites/default/files/27_observatorio_-_voragem_da_historia_-_daniel_de_paula_estado_de_colisao.jpg	(from http://206.81.1.69/)
21:07:27	957955/957955	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9ab-e9e03%22	http://206.81.1.69/sites/default/files/28_observatorio_-_voragem_da_historia_-_daniel_de_paula_estado_de_colisao.jpg	206.81.1.69/sites/default/files/28_observatorio_-_voragem_da_historia_-_daniel_de_paula_estado_de_colisao.jpg	(from http://206.81.1.69/)
21:09:15	992527/992527	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9ac-f250f%22	http://206.81.1.69/sites/default/files/29_observatorio_-_voragem_da_historia_-_lais_myrrha_coluna_infinita.jpg	206.81.1.69/sites/default/files/29_observatorio_-_voragem_da_historia_-_lais_myrrha_coluna_infinita.jpg	(from http://206.81.1.69/)
21:10:24	1564121/1564121	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9a8-17ddd9%22	http://206.81.1.69/sites/default/files/27-2_observatorio_-_voragem_da_historia_-_daniel_de_paula_estado_de_colisao.jpg	206.81.1.69/sites/default/files/27-2_observatorio_-_voragem_da_historia_-_daniel_de_paula_estado_de_colisao.jpg	(from http://206.81.1.69/)
21:12:41	1844973/1844973	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d970-1c26ed%22	http://206.81.1.69/sites/default/files/2_observatorio_-_acareacao_-_bruno_baptistelli_aquitafoda_i_0.jpg	206.81.1.69/sites/default/files/2_observatorio_-_acareacao_-_bruno_baptistelli_aquitafoda_i_0.jpg	(from http://206.81.1.69/)
21:13:09	2337276/2337276	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d96d-23a9fc%22	http://206.81.1.69/sites/default/files/1_observatorio_-_acareacao_-_bruno_baptistelli_aquitafoda_i.jpg	206.81.1.69/sites/default/files/1_observatorio_-_acareacao_-_bruno_baptistelli_aquitafoda_i.jpg	(from http://206.81.1.69/)
21:13:15	1398492/1398492	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d971-1556dc%22	http://206.81.1.69/sites/default/files/3_observatorio_-_acareacao_-_bruno_baptistelli_aquitafoda_i_0.jpg	206.81.1.69/sites/default/files/3_observatorio_-_acareacao_-_bruno_baptistelli_aquitafoda_i_0.jpg	(from http://206.81.1.69/)
21:13:20	1033681/1033681	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d974-fc5d1%22	http://206.81.1.69/sites/default/files/4_observatorio_-_acareacao_-_bruno_baptistelli_aquitafoda_ii_0.jpg	206.81.1.69/sites/default/files/4_observatorio_-_acareacao_-_bruno_baptistelli_aquitafoda_ii_0.jpg	(from http://206.81.1.69/)
21:15:19	933209/933209	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d977-e3d59%22	http://206.81.1.69/sites/default/files/5_observatorio_-_acareacao_-_bruno_baptistelli_aquitafoda_ii_0.jpg	206.81.1.69/sites/default/files/5_observatorio_-_acareacao_-_bruno_baptistelli_aquitafoda_ii_0.jpg	(from http://206.81.1.69/)
21:15:56	985307/985307	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d978-f08db%22	http://206.81.1.69/sites/default/files/6_observatorio_-_acareacao_-_vista_da_exposicao_0.jpg	206.81.1.69/sites/default/files/6_observatorio_-_acareacao_-_vista_da_exposicao_0.jpg	(from http://206.81.1.69/)
21:16:09	995668/995668	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d97c-f3154%22	http://206.81.1.69/sites/default/files/8_observatorio_-_acareacao_-_marcelo_cidade_desvio_pos-estruturalista_das_causas_transcendentais_para_os_efeitos_imanentes.jpg	206.81.1.69/sites/default/files/8_observatorio_-_acareacao_-_marcelo_cidade_desvio_pos-estruturalista_das_causas_transcendentais_para_os_efeitos_imanentes.jpg	(from http://206.81.1.69/)
21:16:56	1297967/1297967	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d97c-13ce2f%22	http://206.81.1.69/sites/default/files/7_observatorio_-_acareacao_-_marcelo_cidade_desvio_pos-estruturalista_das_causas_transcendentais_para_os_efeitos_imanentes_0.jpg	206.81.1.69/sites/default/files/7_observatorio_-_acareacao_-_marcelo_cidade_desvio_pos-estruturalista_das_causas_transcendentais_para_os_efeitos_imanentes_0.jpg	(from http://206.81.1.69/)
21:18:51	1247757/1247757	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d980-130a0d%22	http://206.81.1.69/sites/default/files/9_observatorio_-_acareacao_-_marcelo_cidade_desvio_pos-estruturalista_das_causas_transcendentais_para_os_efeitos_imanentes.jpg	206.81.1.69/sites/default/files/9_observatorio_-_acareacao_-_marcelo_cidade_desvio_pos-estruturalista_das_causas_transcendentais_para_os_efeitos_imanentes.jpg	(from http://206.81.1.69/)
21:19:01	1090367/1090367	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d982-10a33f%22	http://206.81.1.69/sites/default/files/10_observatorio_-_acareacao_-_marcelo_cidade_desvio_pos-estruturalista_das_causas_transcendentais_para_os_efeitos_imanentes.jpg	206.81.1.69/sites/default/files/10_observatorio_-_acareacao_-_marcelo_cidade_desvio_pos-estruturalista_das_causas_transcendentais_para_os_efeitos_imanentes.jpg	(from http://206.81.1.69/)
21:19:16	1105196/1105196	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d983-10dd2c%22	http://206.81.1.69/sites/default/files/11_observatorio_-_acareacao_-_debora_bolsoni_lancas.jpg	206.81.1.69/sites/default/files/11_observatorio_-_acareacao_-_debora_bolsoni_lancas.jpg	(from http://206.81.1.69/)
21:19:39	963927/963927	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d986-eb557%22	http://206.81.1.69/sites/default/files/12_observatorio_-_acareacao_-_debora_bolsoni_lancas.jpg	206.81.1.69/sites/default/files/12_observatorio_-_acareacao_-_debora_bolsoni_lancas.jpg	(from http://206.81.1.69/)
21:21:53	779493/779493	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d98f-be4e5%22	http://206.81.1.69/sites/default/files/16_observatorio_-_acareacao_-_debora_bolsoni_lancas.jpg	206.81.1.69/sites/default/files/16_observatorio_-_acareacao_-_debora_bolsoni_lancas.jpg	(from http://206.81.1.69/)
21:22:15	1192789/1192789	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d987-123355%22	http://206.81.1.69/sites/default/files/13_observatorio_-_acareacao_-_debora_bolsoni_lancas.jpg	206.81.1.69/sites/default/files/13_observatorio_-_acareacao_-_debora_bolsoni_lancas.jpg	(from http://206.81.1.69/)
21:23:29	1473412/1473412	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d98d-167b84%22	http://206.81.1.69/sites/default/files/15_observatorio_-_acareacao_-_debora_bolsoni_lancas.jpg	206.81.1.69/sites/default/files/15_observatorio_-_acareacao_-_debora_bolsoni_lancas.jpg	(from http://206.81.1.69/)
21:24:18	1855094/1855094	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d98b-1c4e76%22	http://206.81.1.69/sites/default/files/14_observatorio_-_acareacao_-_debora_bolsoni_lancas.jpg	206.81.1.69/sites/default/files/14_observatorio_-_acareacao_-_debora_bolsoni_lancas.jpg	(from http://206.81.1.69/)
21:25:06	1131036/1131036	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d992-11421c%22	http://206.81.1.69/sites/default/files/17_-_observatorio_-_acareacao_-_anton_steenbock_dematerialization_is_coming.jpg	206.81.1.69/sites/default/files/17_-_observatorio_-_acareacao_-_anton_steenbock_dematerialization_is_coming.jpg	(from http://206.81.1.69/)
21:25:48	1254601/1254601	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d994-1324c9%22	http://206.81.1.69/sites/default/files/18_-_observatorio_-_acareacao_-_anton_steenbock_dematerialization_is_coming.jpg	206.81.1.69/sites/default/files/18_-_observatorio_-_acareacao_-_anton_steenbock_dematerialization_is_coming.jpg	(from http://206.81.1.69/)
21:26:30	1064537/1064537	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d995-103e59%22	http://206.81.1.69/sites/default/files/19_-_observatorio_-_acareacao_-_anton_steenbock_dematerialization_is_coming.jpg	206.81.1.69/sites/default/files/19_-_observatorio_-_acareacao_-_anton_steenbock_dematerialization_is_coming.jpg	(from http://206.81.1.69/)
21:26:51	901662/901662	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d998-dc21e%22	http://206.81.1.69/sites/default/files/20_-_observatorio_-_acareacao_-_anton_steenbock_dematerialization_is_coming.jpg	206.81.1.69/sites/default/files/20_-_observatorio_-_acareacao_-_anton_steenbock_dematerialization_is_coming.jpg	(from http://206.81.1.69/)
21:27:46	308168/308168	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9a0-4b3c8%22	http://206.81.1.69/sites/default/files/24_observatorio_-_acareacao_-_24_observatorio_-_acareacao_-_graziela_kunsch_ensaio_ilu_oba_de_min.jpg	206.81.1.69/sites/default/files/24_observatorio_-_acareacao_-_24_observatorio_-_acareacao_-_graziela_kunsch_ensaio_ilu_oba_de_min.jpg	(from http://206.81.1.69/)
21:27:47	449365/449365	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d99e-6db55%22	http://206.81.1.69/sites/default/files/23_observatorio_-_acareacao_-_vista_da_exposicao.jpg	206.81.1.69/sites/default/files/23_observatorio_-_acareacao_-_vista_da_exposicao.jpg	(from http://206.81.1.69/)
21:30:24	913399/913399	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9a4-deff7%22	http://206.81.1.69/sites/default/files/26_observatorio_-_acareacao_-_vista_da_exposicao.jpg	206.81.1.69/sites/default/files/26_observatorio_-_acareacao_-_vista_da_exposicao.jpg	(from http://206.81.1.69/)
21:30:25	922277/922277	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9a2-e12a5%22	http://206.81.1.69/sites/default/files/25_observatorio_-_acareacao_-_24_observatorio_-_acareacao_-_graziela_kunsch_rampa_para_moradores_de_rua.jpg	206.81.1.69/sites/default/files/25_observatorio_-_acareacao_-_24_observatorio_-_acareacao_-_graziela_kunsch_rampa_para_moradores_de_rua.jpg	(from http://206.81.1.69/)
21:31:22	2195552/2195552	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d99a-218060%22	http://206.81.1.69/sites/default/files/21_observatorio_-_acareacao_-_debora_bolsoni_hexagrama11.jpg	206.81.1.69/sites/default/files/21_observatorio_-_acareacao_-_debora_bolsoni_hexagrama11.jpg	(from http://206.81.1.69/)
21:31:58	2161076/2161076	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d99d-20f9b4%22	http://206.81.1.69/sites/default/files/22_observatorio_-_acareacao_-_debora_bolsoni_hexagrama11.jpg	206.81.1.69/sites/default/files/22_observatorio_-_acareacao_-_debora_bolsoni_hexagrama11.jpg	(from http://206.81.1.69/)
21:32:15	628740/628740	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9a8-99804%22	http://206.81.1.69/sites/default/files/28_observatorio_-_acareacao_-_nicolas_robbio_desenho.jpg	206.81.1.69/sites/default/files/28_observatorio_-_acareacao_-_nicolas_robbio_desenho.jpg	(from http://206.81.1.69/)
21:33:52	1199737/1199737	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9a6-124e79%22	http://206.81.1.69/sites/default/files/27_observatorio_-_acareacao_-_nicolas_robbio_possiveis_pontos_de_vista_sobre_uma_paisagem_aleatoria.jpg	206.81.1.69/sites/default/files/27_observatorio_-_acareacao_-_nicolas_robbio_possiveis_pontos_de_vista_sobre_uma_paisagem_aleatoria.jpg	(from http://206.81.1.69/)
21:34:06	951258/951258	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9ab-e83da%22	http://206.81.1.69/sites/default/files/29_observatorio_-_acareacao_-_jonathas_de_andrade_o_levante.jpg	206.81.1.69/sites/default/files/29_observatorio_-_acareacao_-_jonathas_de_andrade_o_levante.jpg	(from http://206.81.1.69/)
21:35:37	618118/618118	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9af-96e86%22	http://206.81.1.69/sites/default/files/32_observatorio_-_acareacao_-_adirley_queiros_a_cidade_e_uma_so.jpg	206.81.1.69/sites/default/files/32_observatorio_-_acareacao_-_adirley_queiros_a_cidade_e_uma_so.jpg	(from http://206.81.1.69/)
21:36:13	1390221/1390221	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9af-15368d%22	http://206.81.1.69/sites/default/files/31_observatorio_-_acareacao_-_jonathas_de_andrade_o_levante.jpg	206.81.1.69/sites/default/files/31_observatorio_-_acareacao_-_jonathas_de_andrade_o_levante.jpg	(from http://206.81.1.69/)
21:36:34	1613787/1613787	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d9ae-189fdb%22	http://206.81.1.69/sites/default/files/30_observatorio_-_acareacao_-_jonathas_de_andrade_o_levante.jpg	206.81.1.69/sites/default/files/30_observatorio_-_acareacao_-_jonathas_de_andrade_o_levante.jpg	(from http://206.81.1.69/)
21:37:25	1172717/1172717	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d96d-11e4ed%22	http://206.81.1.69/sites/default/files/1_observatorio_-_hipotese_e_horizonte_-_rafael_rg_quando_ilhas_moventes_se_encontram_elas_formam_um_continente.jpg	206.81.1.69/sites/default/files/1_observatorio_-_hipotese_e_horizonte_-_rafael_rg_quando_ilhas_moventes_se_encontram_elas_formam_um_continente.jpg	(from http://206.81.1.69/)
21:38:41	735390/735390	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d975-b389e%22	http://206.81.1.69/sites/default/files/4_observatorio_-_hipotese_e_horizonte_-_rafael_rg_quando_ilhas_moventes_se_encontram_elas_formam_um_continente4.jpg	206.81.1.69/sites/default/files/4_observatorio_-_hipotese_e_horizonte_-_rafael_rg_quando_ilhas_moventes_se_encontram_elas_formam_um_continente4.jpg	(from http://206.81.1.69/)
21:39:19	1074608/1074608	---M--	200	added ('OK')	image/jpeg	etag:%2258a4d973-1065b0%22	http://206.81.1.69/sites/default/files/3_observatorio_-_hipotese_e_horizonte_-_rafael_rg_quando_ilhas_moventes_se_encontram_elas_formam_um_continente3.jpg	206.81.1.69/sites/default/files/3_observatorio_-_hipotese_e_horizonte_-_rafael_rg_quando_ilhas_moventes_se_encontram_elas_formam_um_continente3.jpg	(from http://206.81.1.69/)
